HYPERPARAMETERS OF EACH ITERATION:
|   iter    |  target   | baggin... | baggin... | featur... | lambda_l1 | lambda_l2 | min_ch... | num_le... |
|  486      |  0.9972   |  0.5905   |  3.502    |  0.5659   |  2.596    |  4.867    |  95.27    |  15.03    |
|  487      |  0.9975   |  0.4167   |  2.624    |  0.7819   |  2.321    |  2.639    |  86.63    |  116.7    |
|  488      |  0.9973   |  0.8947   |  2.056    |  0.6232   |  7.095    |  2.709    |  9.648    |  58.44    |
|  489      |  0.9971   |  0.517    |  6.539    |  0.6636   |  6.903    |  9.159    |  68.54    |  152.5    |
|  490      |  0.9976   |  0.8513   |  4.776    |  0.9998   |  4.122    |  0.6011   |  19.32    |  237.3    |
|  491      |  0.9975   |  0.7957   |  1.228    |  0.9834   |  6.326    |  3.512    |  82.24    |  74.47    |
|  492      |  0.9975   |  0.7873   |  2.191    |  0.9047   |  2.371    |  6.393    |  86.6     |  229.2    |
|  493      |  0.9975   |  0.7264   |  3.298    |  0.9379   |  6.113    |  8.265    |  59.69    |  27.76    |
|  494      |  0.9973   |  0.7723   |  1.949    |  0.7367   |  1.182    |  4.418    |  78.77    |  253.4    |
|  495      |  0.9976   |  0.9135   |  2.743    |  0.973    |  1.009    |  0.8444   |  81.23    |  95.71    |
|  496      |  0.9973   |  0.9541   |  6.903    |  0.7034   |  4.107    |  9.603    |  5.109    |  74.89    |
|  497      |  0.9957   |  0.6328   |  6.258    |  0.4802   |  8.075    |  8.835    |  13.65    |  100.5    |
|  498      |  0.9976   |  0.5319   |  6.109    |  0.9441   |  0.9898   |  5.413    |  47.87    |  46.49    |
|  499      |  0.9973   |  0.9499   |  1.332    |  0.6571   |  6.349    |  6.332    |  10.28    |  108.6    |
|  500      |  0.9976   |  0.5881   |  4.466    |  0.9774   |  1.031    |  5.684    |  25.24    |  167.5    |
|  501      |  0.9973   |  0.8974   |  2.12     |  0.5135   |  2.221    |  3.644    |  83.3     |  92.88    |
|  502      |  0.9973   |  0.5409   |  4.476    |  0.5591   |  2.249    |  1.352    |  33.45    |  42.44    |
|  503      |  0.9957   |  0.718    |  1.505    |  0.4354   |  6.594    |  2.229    |  24.27    |  47.86    |
|  504      |  0.9957   |  0.9149   |  1.235    |  0.4349   |  2.017    |  2.498    |  84.56    |  92.41    |
|  505      |  0.9976   |  0.8842   |  4.771    |  0.9875   |  0.3594   |  4.702    |  27.34    |  165.3    |
|  506      |  0.9975   |  0.6761   |  2.425    |  0.8941   |  8.23     |  5.865    |  7.379    |  249.7    |
|  507      |  0.9957   |  0.8587   |  4.856    |  0.4952   |  3.942    |  9.228    |  88.5     |  179.3    |
|  508      |  0.9972   |  0.874    |  5.622    |  0.5657   |  9.943    |  7.367    |  72.27    |  191.2    |
|  509      |  0.9957   |  0.6167   |  5.925    |  0.4148   |  9.453    |  4.664    |  69.76    |  210.2    |
|  510      |  0.9976   |  0.6662   |  4.57     |  0.8572   |  1.307    |  3.962    |  90.35    |  57.74    |
|  511      |  0.9975   |  0.5501   |  6.355    |  0.9342   |  2.179    |  4.567    |  62.07    |  98.99    |
|  512      |  0.9957   |  0.9221   |  2.255    |  0.4402   |  1.999    |  5.666    |  80.91    |  95.56    |
|  513      |  0.9975   |  0.4725   |  6.0      |  0.9003   |  3.384    |  4.831    |  20.65    |  189.3    |
|  514      |  0.9974   |  0.4468   |  5.653    |  0.8855   |  8.448    |  0.3681   |  71.35    |  149.7    |
|  515      |  0.9976   |  0.903    |  6.223    |  0.8914   |  1.752    |  2.217    |  28.11    |  46.04    |
|  516      |  0.9975   |  0.4702   |  3.293    |  0.9668   |  5.904    |  0.03867  |  78.63    |  71.19    |
|  517      |  0.9976   |  0.9647   |  5.216    |  0.9764   |  4.433    |  4.597    |  21.52    |  187.6    |
|  518      |  0.9975   |  0.8092   |  1.549    |  0.8783   |  6.655    |  4.614    |  62.46    |  106.7    |
|  519      |  0.9973   |  0.4885   |  6.791    |  0.6328   |  0.6668   |  4.579    |  48.32    |  45.71    |
|  520      |  0.9973   |  0.4544   |  5.854    |  0.7041   |  2.706    |  2.301    |  27.89    |  47.32    |
|  521      |  0.9975   |  0.5552   |  2.284    |  0.8071   |  2.706    |  6.587    |  86.07    |  228.7    |
|  522      |  0.9972   |  0.6016   |  3.023    |  0.5461   |  4.462    |  5.479    |  63.83    |  201.3    |
|  523      |  0.9972   |  0.8603   |  1.17     |  0.5838   |  9.573    |  8.911    |  61.05    |  205.3    |
|  524      |  0.9969   |  0.5627   |  2.275    |  0.7812   |  5.139    |  9.222    |  56.28    |  4.323    |
|  525      |  0.9956   |  0.426    |  3.989    |  0.45     |  5.442    |  7.652    |  21.61    |  230.5    |
|  526      |  0.9972   |  0.6901   |  2.922    |  0.6906   |  8.553    |  4.129    |  35.66    |  224.4    |
|  527      |  0.9976   |  0.9676   |  2.127    |  0.9363   |  2.853    |  1.576    |  67.68    |  177.8    |
|  528      |  0.9976   |  0.5654   |  5.227    |  0.9659   |  2.724    |  2.374    |  54.76    |  247.1    |
|  529      |  0.9976   |  0.7367   |  1.069    |  0.9913   |  0.7599   |  2.416    |  80.27    |  97.75    |
|  530      |  0.9975   |  0.9903   |  4.132    |  0.9025   |  9.5      |  5.841    |  83.13    |  77.35    |
|  531      |  0.9975   |  0.8324   |  5.722    |  0.7699   |  8.458    |  8.866    |  22.93    |  228.6    |
|  532      |  0.9973   |  0.9151   |  3.847    |  0.7198   |  0.5064   |  8.98     |  82.69    |  241.4    |
|  533      |  0.9975   |  0.8443   |  3.124    |  0.9147   |  8.052    |  0.6354   |  71.94    |  102.8    |
|  534      |  0.9957   |  0.5245   |  6.54     |  0.4505   |  3.996    |  0.8225   |  70.0     |  44.28    |
|  535      |  0.9973   |  0.6522   |  3.194    |  0.5855   |  3.607    |  0.6264   |  28.49    |  45.38    |
|  536      |  0.9957   |  0.9181   |  2.403    |  0.4984   |  9.712    |  6.196    |  37.5     |  207.6    |
|  537      |  0.9972   |  0.642    |  3.762    |  0.548    |  7.409    |  8.104    |  42.87    |  117.7    |
|  538      |  0.9975   |  0.5922   |  3.681    |  0.8764   |  4.404    |  0.4685   |  28.59    |  47.61    |
|  539      |  0.9958   |  0.7748   |  2.506    |  0.4391   |  5.92     |  9.726    |  59.13    |  10.09    |
|  540      |  0.9976   |  0.8174   |  4.397    |  0.9037   |  3.33     |  2.61     |  92.43    |  157.1    |
|  541      |  0.9957   |  0.6115   |  5.734    |  0.4766   |  0.6197   |  2.501    |  27.99    |  74.89    |
|  542      |  0.9972   |  0.4375   |  1.696    |  0.6688   |  7.852    |  6.336    |  10.84    |  139.6    |
|  543      |  0.9973   |  0.6882   |  2.897    |  0.5322   |  2.211    |  7.634    |  35.04    |  30.59    |
|  544      |  0.9975   |  0.7123   |  4.013    |  0.8512   |  8.374    |  6.86     |  19.58    |  246.4    |
|  545      |  0.9972   |  0.4479   |  6.229    |  0.7277   |  3.708    |  6.305    |  49.43    |  35.67    |
|  546      |  0.9957   |  0.5982   |  2.522    |  0.4662   |  9.984    |  3.842    |  72.27    |  116.2    |
|  547      |  0.9973   |  0.9009   |  1.914    |  0.733    |  8.6      |  6.604    |  31.61    |  60.21    |
|  548      |  0.9972   |  0.4286   |  4.575    |  0.556    |  7.377    |  6.81     |  36.1     |  196.9    |
|  549      |  0.9974   |  0.4752   |  1.76     |  0.7869   |  7.53     |  8.547    |  38.63    |  120.2    |
|  550      |  0.9973   |  0.6435   |  5.458    |  0.6323   |  4.323    |  6.934    |  41.86    |  235.3    |
=============================================================================================================

BEST HYPERPARAMETERS:
|  262      |  0.9976   |  0.7462   |  2.993    |  0.9239   |  0.1172   |  0.5827   |  78.15    |  93.14    |
