HYPERPARAMETERS OF EACH ITERATION:
|   iter    |  target   | baggin... | baggin... | featur... | lambda_l1 | lambda_l2 | min_ch... | num_le... |
|  489      |  0.993    |  0.517    |  6.539    |  0.6636   |  6.903    |  9.159    |  68.54    |  152.5    |
|  490      |  0.9941   |  0.8513   |  4.776    |  0.9998   |  4.122    |  0.6011   |  19.32    |  237.3    |
|  491      |  0.9939   |  0.7957   |  1.228    |  0.9834   |  6.326    |  3.512    |  82.24    |  74.47    |
|  492      |  0.994    |  0.7873   |  2.191    |  0.9047   |  2.371    |  6.393    |  86.6     |  229.2    |
|  493      |  0.9939   |  0.7264   |  3.298    |  0.9379   |  6.113    |  8.265    |  59.69    |  27.76    |
|  494      |  0.9933   |  0.7723   |  1.949    |  0.7367   |  1.182    |  4.418    |  78.77    |  253.4    |
|  495      |  0.9931   |  0.4571   |  3.207    |  0.5615   |  4.857    |  6.797    |  58.3     |  208.0    |
|  496      |  0.9933   |  0.9541   |  6.903    |  0.7034   |  4.107    |  9.603    |  5.109    |  74.89    |
|  497      |  0.9891   |  0.6328   |  6.258    |  0.4802   |  8.075    |  8.835    |  13.65    |  100.5    |
|  498      |  0.9932   |  0.5346   |  3.642    |  0.7373   |  2.543    |  8.191    |  35.02    |  30.58    |
|  499      |  0.994    |  0.4246   |  3.871    |  0.9871   |  1.251    |  0.3961   |  29.66    |  43.56    |
|  500      |  0.9939   |  0.6866   |  6.947    |  0.972    |  3.893    |  1.729    |  82.06    |  106.0    |
|  501      |  0.9932   |  0.8976   |  4.69     |  0.5542   |  6.988    |  3.272    |  12.21    |  136.2    |
|  502      |  0.9933   |  0.5409   |  4.476    |  0.5591   |  2.249    |  1.352    |  33.45    |  42.44    |
|  503      |  0.9929   |  0.9372   |  5.412    |  0.6161   |  2.332    |  4.666    |  13.53    |  13.76    |
|  504      |  0.994    |  0.9619   |  1.132    |  0.797    |  6.183    |  0.7736   |  45.38    |  57.75    |
|  505      |  0.9941   |  0.8842   |  4.771    |  0.9875   |  0.3594   |  4.702    |  27.34    |  165.3    |
|  506      |  0.9933   |  0.8646   |  4.029    |  0.5026   |  2.243    |  1.939    |  63.25    |  42.47    |
|  507      |  0.9891   |  0.8646   |  4.208    |  0.4477   |  0.6636   |  0.8555   |  30.29    |  43.15    |
|  508      |  0.994    |  0.9969   |  5.123    |  0.8989   |  5.463    |  0.9238   |  26.19    |  50.19    |
|  509      |  0.9931   |  0.592    |  4.041    |  0.7345   |  5.596    |  1.216    |  41.29    |  160.6    |
|  510      |  0.994    |  0.7889   |  3.247    |  0.8681   |  5.245    |  3.674    |  19.11    |  19.47    |
|  511      |  0.9931   |  0.5234   |  4.617    |  0.6216   |  5.136    |  6.232    |  53.07    |  233.5    |
|  512      |  0.9934   |  0.671    |  3.841    |  0.6701   |  1.091    |  1.317    |  68.0     |  109.3    |
|  513      |  0.994    |  0.5646   |  2.495    |  0.8253   |  1.344    |  1.457    |  95.6     |  248.2    |
|  514      |  0.9933   |  0.8311   |  4.742    |  0.5025   |  2.253    |  7.178    |  28.72    |  85.91    |
|  515      |  0.994    |  0.8912   |  5.957    |  0.8652   |  7.076    |  7.039    |  13.59    |  96.07    |
|  516      |  0.9941   |  0.6624   |  3.555    |  0.917    |  1.992    |  0.8355   |  34.29    |  43.31    |
|  517      |  0.994    |  0.9647   |  5.216    |  0.9764   |  4.433    |  4.597    |  21.52    |  187.6    |
|  518      |  0.9933   |  0.8433   |  6.184    |  0.6358   |  4.054    |  4.708    |  27.06    |  47.83    |
|  519      |  0.9934   |  0.6199   |  1.582    |  0.5865   |  0.8319   |  1.391    |  32.21    |  42.13    |
|  520      |  0.994    |  0.5567   |  2.984    |  0.8272   |  5.804    |  0.1084   |  26.65    |  45.8     |
|  521      |  0.9939   |  0.7078   |  4.595    |  0.8256   |  2.479    |  5.614    |  87.56    |  191.2    |
|  522      |  0.994    |  0.5204   |  6.34     |  0.7532   |  3.321    |  3.904    |  20.56    |  86.0     |
|  523      |  0.9891   |  0.5175   |  5.615    |  0.4238   |  7.855    |  6.389    |  12.51    |  43.59    |
|  524      |  0.9938   |  0.4749   |  5.339    |  0.8634   |  5.171    |  5.126    |  15.93    |  13.67    |
|  525      |  0.9931   |  0.4544   |  2.835    |  0.5206   |  2.664    |  1.892    |  95.4     |  248.0    |
|  526      |  0.9933   |  0.9563   |  4.473    |  0.6306   |  4.014    |  6.945    |  51.18    |  232.8    |
|  527      |  0.9939   |  0.7943   |  3.411    |  0.835    |  5.834    |  3.792    |  19.43    |  18.0     |
|  528      |  0.994    |  0.5385   |  5.048    |  0.9774   |  4.007    |  4.523    |  19.53    |  87.33    |
|  529      |  0.9933   |  0.8195   |  6.569    |  0.6858   |  2.407    |  5.592    |  87.36    |  191.3    |
|  530      |  0.989    |  0.4354   |  3.616    |  0.4206   |  1.901    |  3.59     |  63.86    |  43.33    |
|  531      |  0.989    |  0.6187   |  3.198    |  0.4449   |  1.438    |  2.051    |  33.29    |  43.51    |
|  532      |  0.994    |  0.6158   |  6.131    |  0.832    |  1.074    |  4.815    |  88.27    |  189.7    |
|  533      |  0.9939   |  0.571    |  5.154    |  0.7686   |  4.529    |  5.733    |  22.3     |  187.6    |
|  534      |  0.9891   |  0.8197   |  6.388    |  0.4652   |  6.419    |  6.326    |  13.09    |  95.69    |
|  535      |  0.9934   |  0.6522   |  3.194    |  0.5855   |  3.607    |  0.6264   |  28.49    |  45.38    |
|  536      |  0.9891   |  0.9181   |  2.403    |  0.4984   |  9.712    |  6.196    |  37.5     |  207.6    |
|  537      |  0.9931   |  0.642    |  3.762    |  0.548    |  7.409    |  8.104    |  42.87    |  117.7    |
|  538      |  0.9931   |  0.5053   |  6.148    |  0.7366   |  7.63     |  9.795    |  28.3     |  105.5    |
|  539      |  0.9895   |  0.7748   |  2.506    |  0.4391   |  5.92     |  9.726    |  59.13    |  10.09    |
|  540      |  0.994    |  0.8174   |  4.397    |  0.9037   |  3.33     |  2.61     |  92.43    |  157.1    |
|  541      |  0.9891   |  0.6115   |  5.734    |  0.4766   |  0.6197   |  2.501    |  27.99    |  74.89    |
|  542      |  0.9933   |  0.5818   |  5.332    |  0.6394   |  0.6737   |  1.224    |  97.55    |  54.58    |
|  543      |  0.9939   |  0.7724   |  5.796    |  0.8595   |  7.912    |  0.2484   |  74.41    |  213.7    |
|  544      |  0.9933   |  0.9202   |  4.774    |  0.5893   |  3.897    |  5.141    |  51.66    |  232.7    |
|  545      |  0.994    |  0.5578   |  1.326    |  0.973    |  2.649    |  0.8255   |  96.08    |  246.1    |
|  546      |  0.9941   |  0.7883   |  5.801    |  0.9587   |  3.001    |  0.1094   |  38.84    |  186.1    |
|  547      |  0.989    |  0.692    |  1.867    |  0.4141   |  4.376    |  9.099    |  32.26    |  175.0    |
|  548      |  0.9934   |  0.9799   |  6.127    |  0.6806   |  2.118    |  8.429    |  27.53    |  84.55    |
|  549      |  0.994    |  0.8476   |  2.462    |  0.7682   |  5.848    |  4.448    |  19.42    |  18.08    |
|  550      |  0.9934   |  0.6675   |  4.389    |  0.5868   |  0.7625   |  5.498    |  25.98    |  164.5    |
=============================================================================================================

BEST HYPERPARAMETERS:
|  89       |  0.9942   |  0.6902   |  4.271    |  0.9717   |  0.07227  |  0.0807   |  32.52    |  41.31    |
